name	location	kind	frame	typed_over	status	statement	note
ASection.c3_factorization	Concentricity/ASection.lean:184	field	OBJ-presentation	stem	def	∀ z ≠ pole, (z − pole)·F z = z^m · Rfac z · exp(gfac z) · ∏' n, spherePrimary (genus n) (sphereZero n) z — C3 over the full divisor, pole factor included.	§8 author-ruled pole-factor repair (classically Hadamard factors (s−1)ζ); the Weierstrass presentation equation.
ASection.euler_assembly_tendsto	Concentricity/KeystoneFinality.lean:58	theorem	OBJ-presentation	stem	proved	For Ω₀ < z.re: the finite-partial Euler assembly exp(∑_{p∈s} ℓ p z) tends (atTop over Finset A.ι) to A.F z.	(S1) Euler half: hypotheses literally c2_summable + c2_euler; C2's value assembly converging toward the one continued object.
ASection.weierstrass_assembly_tendsto	Concentricity/KeystoneFinality.lean:71	theorem	OBJ-presentation	stem	proved	The partial products ∏_{k<N} spherePrimary (genus k) (sphereZero k) z tend to the full tprod at every z.	(S1) Weierstrass half: hypothesis literally c3_multipliable; C3's through-the-pole assembly.
ASection.sphereTail	Concentricity/PairingE2.lean:231	def	OBJ-presentation	stem	def	sphereTail A s z := ∏' k, (if k ∈ s then 1 else spherePrimary (A.genus k) (A.sphereZero k) z) — the C3 product with a finite head removed.	Infinite tail of the Weierstrass presentation split at a finset.
ASection.tprod_split_finset	Concentricity/PairingE2.lean:238	theorem	OBJ-presentation	stem	proved	Off the pole, the C3 tprod splits at any finset s: ∏' 𝓔ₖ = (∏_{k∈s} 𝓔ₖ) · sphereTail s z; tail multipliability from the §4α majorant.	Pointwise rendering of stem_local_form's in-ball split (StemFactorization.lean).
ASection.sphereComplement	Concentricity/PairingE2.lean:286	def	OBJ-presentation	stem	def	sphereComplement A s z := z^m · Rfac z · exp(gfac z) · sphereTail s z / (z − pole) — everything of the §8-repaired C3 factorization except the head's primary factors.	Carries the pole factor; the analytic complement of the residue ledger.
ASection.eq_head_mul_complement	Concentricity/PairingE2.lean:291	theorem	OBJ-presentation	stem	proved	For z ≠ pole: A.F z = (∏_{k∈s} spherePrimary (genus k) (sphereZero k) z) · sphereComplement s z — the stem factors globally as head times complement.	From c3_factorization + tprod_split_finset.
ASection.logDeriv_eq_sum_head_add_complement	Concentricity/PairingE2.lean:403	theorem	OBJ-presentation	stem	proved	F′/F(z) = Σ_{k∈s} logDeriv(spherePrimary(genus k, sphereZero k))(z) + logDeriv(sphereComplement s)(z) at points where visible factors are nonvanishing.	logDeriv_weierstrass regrouped against an analytic complement.
zeta_hadamard	Concentricity/ZetaAssembly.lean:164	theorem	OBJ-presentation	zeta	proved	∃ g intrinsic, entire, with ∀ z, xi z = exp (g z) · zetaProd z — STAGE C COMPLETE: the Hadamard/Weierstrass form of ξ over the divisor-repeated enumeration.	g symmetrized via the constant d = conj∘g₀∘conj − g₀, pinned at 0; the C3 presentation with intrinsic exponent.
xi	Concentricity/ZetaInfinitude.lean:37	def	OBJ-presentation	zeta	def	xi (s : ℂ) : ℂ := s*(s-1)*completedRiemannZeta₀ s + 1 — the completed ξ in its entire normalization (avoids Λ's junk values at 0,1).	A1 data; pin completedRiemannZeta_eq. The entire presentation of ζ used by the whole Route A reductio.
xi_eq	Concentricity/ZetaInfinitude.lean:41	theorem	OBJ-presentation	zeta	proved	For s ≠ 0, s ≠ 1: xi s = s*(s-1)*completedRiemannZeta s — agreement of the entire ξ with s(s−1)Λ(s) away from {0,1}.	Presentation-agreement clause; pin completedRiemannZeta_eq.
xi_factorization_of_finite	Concentricity/ZetaInfinitude.lean:209	theorem	OBJ-presentation	zeta	proved	Under the finiteness hypothesis: ∃ h entire nonvanishing with xi z = (∏ᶠ u, (z−u)^(divisor xi u)) * h z for all z — finite factorized-rational × nonvanishing-entire factorization.	A3; pin MeromorphicOn.extract_zeros_poles + identity principle. Conditional Weierstrass-style presentation for the reductio.
zetaRfac	Concentricity/ZetaPole.lean:108	def	OBJ-presentation	zeta	def	zetaRfac = update (s ↦ (Gammaℝ s)⁻¹ / s) 0 (2⁻¹) — the entire 1/Γℝ with the origin's zero divided out; zeros exactly the trivial zeros −2, −4, ….	C3 data: R over the residue-ℝ (trivial) zeros; the c3_R_zeros_real claim rides the docstring, unproved here.
zetaRfac_apply_of_ne	Concentricity/ZetaPole.lean:111	theorem	OBJ-presentation	zeta	proved	For s ≠ 0: zetaRfac s = (Gammaℝ s)⁻¹ / s.	Unfolding row off the origin.
zetaEulerLog	Concentricity/ZetaSection.lean:64	def	OBJ-presentation	zeta	def	zetaEulerLog p z := (−log(1 − p^{−z}) − conj(log(1 − p^{−conj z}))) / 2 — ζ's Euler family in conjugation-SYMMETRIZED form.	Symmetrization makes global intrinsicality formal; naive branch hits the log cut at Re z ≤ 0 (would sorry c2_intrinsic unsoundly).
zetaEulerLog_eq_of_re_pos	Concentricity/ZetaSection.lean:95	theorem	OBJ-presentation	zeta	proved	0 < Re z → zetaEulerLog p z = −log(1 − p^{−z}) — the symmetrized form collapses to the classical Euler log on the right half-plane.	THE WORKHORSE: log_conj fold off the cut + real-base cpow conjugation.
zetaC2_euler	Concentricity/ZetaSection.lean:221	theorem	OBJ-presentation	zeta	proved	1 < Re z → riemannZeta z = exp(∑' p, zetaEulerLog p z) — ζ's Euler product in exp-of-sum form; discharges c2_euler.	Pinned riemannZeta_eulerProduct_exp_log read through the symmetrization collapse.
zetaC3_package	Concentricity/ZetaSection.lean:358	theorem	OBJ-presentation	zeta	proved	∃ intrinsic entire g with multipliability, §4α majorant, and (z−1)·ζ(z) = z⁰·zetaRfac z·e^{g z}·∏' n, spherePrimary n (zetaSphereZero n) z off z = 1 — Hadamard through the pole N.	THE GATED ROW, closed stages A–C (ZetaWeierstrass/ZetaXiMatch/ZetaAssembly, Γℝ-cancellation ξ·Rfac = (z−1)ζ); gfac extracted by choice.
zetaGfac	Concentricity/ZetaSection.lean:395	def	OBJ-presentation	zeta	def	zetaGfac := zetaC3_package.choose — the Hadamard exponential factor g.	Choice-extracted C3 datum.
zetaC3_factorization	Concentricity/ZetaSection.lean:413	theorem	OBJ-presentation	zeta	proved	∀ z ≠ 1: (z − 1)·riemannZeta z = z⁰ · zetaRfac z · exp(zetaGfac z) · ∏' n, spherePrimary n (zetaSphereZero n) z.	choose_spec projection; the §8 pole-factor form instantiated.
zetaSection	Concentricity/ZetaSection.lean:429	def	OBJ-presentation	zeta	def	zetaSection : ASection — F = riemannZeta, pole = 1, ι = Nat.Primes, Ω₀ = 1, m = 0, genus n = n, sphereZero = zetaSphereZero, valueAtInfinity = 1; every C1–C4 field discharged by the proved rows.	cor:zeta-section (Island C1); zero sorries; c3_atN by zetaSphereZero_density, c3_lowerEdge by the strip (member-private bound, not a level).
zetaC3_multipliable_proved	Concentricity/ZetaWeierstrass.lean:232	theorem	OBJ-presentation	zeta	proved	∀ z, Multipliable (n ↦ spherePrimary n (zetaSphereZero n) z) — Stage A row 1: the genus-n product over the divisor-repeated enumeration converges at every point.	c3_multipliable conjunct of zetaC3_package, standalone PROVED.
zetaProd	Concentricity/ZetaXiMatch.lean:128	def	OBJ-presentation	zeta	def	zetaProd z = ∏' n, spherePrimary n (zetaSphereZero n) z — the genus-n canonical product P over the divisor-repeated enumeration.	The Weierstrass side of the one stem; the C3 presentation carrier for the ζ member.
ASection.NormalizedSlicePoint	Concentricity/NormalizedAction.lean:17	def	OBJ-state	sphereworld	def	Type := Σ I : SphereWorld, ↥(sliceSphere I.val) — a sphere with a point on that compactified sphere.	The pointed slice-sphere continuum.
ASection.neg_mem_unitImaginarySphere	Concentricity/AFunctor.lean:106	theorem	OBJ-world	domain-H1	proved	v ∈ unitImaginarySphere → -v ∈ unitImaginarySphere.	Duplicates Octonion.neg_mem_unitImaginarySphere (ZeroSpheres.lean:112).
Octonion.sphere_path	Concentricity/LogManifold.lean:479	theorem	OBJ-world	domain-H1	proved	Any two points of unitImaginarySphere are joined by a continuous path inside the sphere - S6 is path-connected on the repo's own type.	Antipodal pairs via WeldW3 direction_path_to_neg; others via normalized segment. The octonionic difference vs stem S0.
Octonion.exp_fibre_sphere_connected	Concentricity/LogManifold.lean:558	theorem	OBJ-world	domain-H1	proved	Two directions v0, v1 of one degenerate sphere (fixed value -r, fixed odd rung 2k+1) are joined by a continuous path running entirely inside exp^-1(-r).	The fibre is connected THROUGH the directions - over the stem C the same fibre is discrete.
Octonion.exp_fibre_conj_joined	Concentricity/LogManifold.lean:587	theorem	OBJ-world	domain-H1	proved	The stem-conjugate pair sliceEmbed v <log r, +/-(2k+1)pi>, disconnected over C, are the two ends of one continuous path inside the octonionic fibre over -r.	Why the base keeps only the LEVEL as object label - height sign not well-defined; 'Winding is band data' (def:base).
Octonion.IsImaginary	Concentricity/Octonion.lean:138	def	OBJ-world	domain-H1	def	IsImaginary x : Prop := re x = 0 — purely imaginary octonions.	the 7 imaginary directions; world indices live in its unit sphere
Octonion.unitImaginarySphere	Concentricity/Octonion.lean:142	def	OBJ-world	domain-H1	def	unitImaginarySphere : Set Octonion := {v | re v = 0 and normSq v = 1} — the 6-sphere of unit imaginary octonions.	the S^6 of world indices; carrier of the LOCKED SphereWorld subtype (SliceSphereWorld head)
Octonion.sq_eq_neg_one_of_mem_unitImaginarySphere	Concentricity/Octonion.lean:148	theorem	OBJ-world	domain-H1	proved	v in unitImaginarySphere implies v*v = -1.	the slice-generator property, docstring: consumed by def:slices
Octonion.mul_mem_unitImaginarySphere_of_orthogonal	Concentricity/OctonionForm.lean:153	theorem	OBJ-world	domain-H1	proved	For u, w in unitImaginarySphere with innerO u w = 0: u*w is in the sphere and innerO u (u*w) = 0 = innerO w (u*w) (P4.2.d).	closure of world indices under orthogonal products; builds the frame
Octonion.BasicTriple	Concentricity/OctonionForm.lean:183	structure	OBJ-world	domain-H1	def	u, w, z in unitImaginarySphere, pairwise innerO-orthogonal, plus innerO (u*w) z = 0.	Baez sec.4 vocabulary (faithfulness gloss, never load); frames O by (1,u,w,uw,z,uz,wz,(uw)z); feeds G2 transitivity
Octonion.exists_basicTriple	Concentricity/OctonionForm.lean:275	theorem	OBJ-world	domain-H1	proved	Every u in unitImaginarySphere extends to a BasicTriple T with T.u = u (P4.2.e, rank-nullity dimension count).	feeds exists_smul_eq_of_mem_unitImaginarySphere (thm:G2-S6)
Octonion.self_mul_mul	Concentricity/OctonionForm.lean:436	theorem	OBJ-world	domain-H1	proved	For v in unitImaginarySphere: v*(v*x) = -x.	left multiplication by a world generator squares to -1 (complex-structure action)
Octonion.mul_mul_self	Concentricity/OctonionForm.lean:443	theorem	OBJ-world	domain-H1	proved	For v in unitImaginarySphere: (x*v)*v = -x.	right-hand mirror
S2.unitSphere_nonempty	Concentricity/PhiConversion.lean:239	theorem	OBJ-world	domain-H1	proved	Octonion.unitImaginarySphere.Nonempty — witness the Cayley–Dickson unit (0,1) ∈ ℍ × ℍ.	private; duplicate of Octonion.unitImaginarySphere_nonempty (ZeroSpheres.lean, atop ζ tower, not imported here)
Octonion.dir	Concentricity/Slice.lean:58	def	OBJ-world	domain-H1	def	dir x := (norm (im x))⁻¹ • im x — the direction I(q), junk value 0 for real octonions.	GPVwind Rem 2.1: no continuous extension to R; junk never consumed (realize is direction-blind at reals).
Octonion.sliceEmbed	Concentricity/Slice.lean:65	def	OBJ-world	domain-H1	def	sliceEmbed v z := ofReal z.re + z.im • v — φ_v : C → C_v ⊆ O, i ↦ v (master def:slices).	The slice chart; core object of the two-worlds bridge.
Octonion.dir_mem_unitImaginarySphere	Concentricity/Slice.lean:98	theorem	OBJ-world	domain-H1	proved	im x ≠ 0 → dir x ∈ unitImaginarySphere: the direction of a non-real octonion is a unit imaginary octonion (a world point of S6).	re(im x)=0 by construction, normSq=1 via normSq_normalize.
Octonion.sliceSphere	Concentricity/Slice.lean:195	def	OBJ-world	domain-H1	def	sliceSphere v := insert ∞ (coe '' range (sliceEmbed v)) ⊆ OnePoint Octonion — the slice Riemann sphere C_v* = C_v ∪ {∞} = S²_v.	master def:slices: all slice spheres share ∞ and the real axis; SOURCED quote in docstring.
SphereWorld	Concentricity/SliceSphereWorld.lean:194	def	OBJ-world	sphereworld	def	Type := {v : Octonion // v ∈ unitImaginarySphere} — the objects of the TRUE 𝒮₂: one slice Riemann sphere S²_I per I ∈ S⁶.	LOCKED object; sphere carried by sliceSphere I via spherePt chart per docstring.
baseWorld	Concentricity/SliceSphereWorld.lean:295	def	OBJ-world	sphereworld	def	The basepoint world: the Cayley–Dickson unit direction (0,1) ∈ ℍ×ℍ as an element of SphereWorld.	Consumed by AFunctor.poleGen.
unitSphereE6_nonempty	Concentricity/SynthesisE6.lean:86	theorem	OBJ-world	domain-H1	proved	Octonion.unitImaginarySphere.Nonempty, witnessed by ((0 : ℍ), (1 : ℍ)).	private helper; duplicate of ZeroSpheres.lean's row (unimported here).
SliceWorld	Concentricity/TwoWorlds.lean:35	def	OBJ-world	domain-H1	def	def SliceWorld : Type := OnePoint Octonion — the objects of the slice world 𝒮₂, a type synonym so the generator quiver does not leak onto OnePoint Octonion.	master def:two-worlds object clause; NOT the LOCKED SphereWorld {v//v∈S⁶} of SliceSphereWorld.lean — a second slice-world rendering
S2	Concentricity/TwoWorlds.lean:71	def	OBJ-world	domain-H1	def	def S2 := CategoryTheory.Quotient SliceWorld.Rel — 𝒮₂, the slice world as quotient of the free path category on the generators by the direction relations.	master def:two-worlds; Category instance at l.73 (inferInstance, excluded as plumbing)
S2.of	Concentricity/TwoWorlds.lean:77	def	OBJ-world	domain-H1	def	S2.of (w : OnePoint Octonion) : S2 := ⟨w⟩ — the canonical object of 𝒮₂ over a point of 𝕆*.	object constructor consumed by every π₀(𝒮₂) row
Octonion.direction_path_to_neg	Concentricity/WeldW3.lean:147	theorem	OBJ-world	domain-H1	proved	For v ∈ unitImaginarySphere: ∃ p : C(unitInterval, Octonion) with p 0 = v, p 1 = -v, all p t in the sphere, and im (p t) ≠ 0 — a great-circle direction path avoiding ℝ.	WELD (a) 𝕆 side: S⁶ connected; partner from Octonion.exists_basicTriple (P4.2.e); master clause thm:G2-S6.
Octonion.neg_mem_unitImaginarySphere	Concentricity/ZeroSpheres.lean:112	theorem	OBJ-world	domain-H1	proved	v ∈ unitImaginarySphere → -v ∈ unitImaginarySphere — S⁶ symmetric under negation.	Duplicated as ASection.neg_mem_unitImaginarySphere in AFunctor.lean:106.
Octonion.unitImaginarySphere_nonempty	Concentricity/ZeroSpheres.lean:183	theorem	OBJ-world	domain-H1	proved	unitImaginarySphere.Nonempty — witnessed by the Cayley–Dickson unit (0,1) ∈ ℍ×ℍ.	Same witness as baseWorld (SliceSphereWorld.lean:295).
ASection.c3_R_zeros_real	Concentricity/ASection.lean:125	field	OBJ-zero	stem	def	∀ z, Rfac z = 0 → z.im = 0 ∧ z ≠ 0 — R vanishes only at nonzero real points (C3 one-word repair: q^m alone carries the origin).	Author-ruled 2026-07-04; load-bearing for PLAN §6 gauge caveat (a slid origin is absorbable into R).
ASection.c3_sphere_nonreal	Concentricity/ASection.lean:132	field	OBJ-zero	stem	def	∀ n, 0 < (sphereZero n).im — the zero-spheres are residue-ℂ (non-real); upper-half representatives.	
ASection.c4_infinite	Concentricity/ASection.lean:189	field	OBJ-zero	stem	def	(Set.range sphereZero).Infinite — C4: infinitely many residue-ℂ zeros.	Makes the degenerate fibre infinite.
ASection.no_finite_zero_accumulation	Concentricity/KernelE4.lean:362	theorem	OBJ-zero	stem	proved	No sequence of stem zeros of F avoiding w converges to a finite w: False from the meromorphic dichotomy, c1_simple at the pole, identity principle off it vs C2.	Master SCAN §7(iv): zeros accumulate only at N; C1 + C2 jointly.
ASection.tendsto_norm_atTop_of_levels_tendsto_supLevel	Concentricity/KernelE4.lean:424	theorem	OBJ-zero	stem	proved	If no zero attains supLevel and levels along φ tend to supLevel, then ‖A.sphereZero (φ j)‖ → ∞: level-maximizing zeros escape to N in norm.	Escape to N via properness of ℂ + no_finite_zero_accumulation; norm-form only (not on OnePoint).
